unvocalized,vocalized,jamid,root
مفاتيح,مَفَاتِيحُ,1,فتح
أفتار,أَفْتَارٌ,1,تور
فتن,فِتَنٌ,1,فتت
مفاتق,مَفَاتِقُ,1,فتق
فتائل,فَتَائِلُ,1,فتل
فواجع,فَوَاجِعُ,1,فجع
فجائع,فَجَائِعُ,1,فجع
فواجع,فَوَاجِعُ,1,فجع
فحوم,فُحُومٌ,1,حوم
فحام,فِحَامٌ,1,حمي
فخار,فَخَّارٌ,1,خير
فخار,فَخَّارٌ,1,خير
مفاخر,مَفَاخِرُ,1,فخر
فخاخ,فِخَاخٌ,1,فخخ
فخوخ,فُخُوخٌ,1,فخخ
فدن,فُدُنٌ,1,فدي
فدوم,فُدُومٌ,1,دوم
أفخاذ,أَفْخَاذٌ,1,فخذ
فرو,فَرْوٌ,1,روي
تفارج,تَفَارِجُ,1,فرج
تفاريج,تَفَارِيجُ,1,فرج
فرج,فُرَجٌ,1,فرج
فراجير,فَرَاجِيرُ,1,فرجر
أفراخ,أَفْرَاخٌ,1,ريخ
فراخ,فِرَاخٌ,1,رخي
أفراد,أَفْرَادٌ,1,ردد
فراد,فِرَادٌ,1,ردد
مفارز,مَفَارِزُ,1,فرز
أفراد,أَفْرَادٌ,1,ردد
فراديس,فَرَادِيسُ,1,فردس
أفاريز,أفْاريزُ,1,فرز
فرائس,فَرَائِسُ,1,فرس
فروس,فُرُوسٌ,1,فرس
فراسخ,فَرَاسِخُ,1,فرسخ
فروش,فُرُوشٌ,1,روش
فرائش,فَرَائِشُ,1,فرش
مفارش,مَفَارِشُ,1,فرش
مفارش,مَفَارِشُ,1,فرش
فرائص,فَرَائِصُ,1,فرص
فرص,فُرَصٌ,1,فرص
فرض,فُرَضٌ,1,فرض
فراض,فِرَاضٌ,1,رضو
فرائض,فَرَائِضُ,1,فرض
فرافير,فَرَافِيرُ,1,فرفور
فرق,فِرَقٌ,1,فرق
مفارق,مَفَارِقُ,1,فرق
فراقد,فَرَاقِدُ,1,فرقد
فرامل,فَرَامِلُ,1,فرمل
فرامل,فَرَامِلُ,1,فرمل
فراند,فَرَانِدُ,1,فرند
فراطيس,فَرَاطِيسُ,1,فرطس
فراريج,فَرَارِيجُ,1,فروج
فزر,فُزَرٌ,1,فزر
فسح,فُسَحٌ,1,فسح
مفاسد,مَفَاسِدُ,1,فسد
فساطيط,فَسَاطِيطُ,1,فسطاط
فسائل,فَسَائِلُ,1,سءل
فصوص,فُصُوصٌ,1,فصص
فصافص,فَصَافِصُ,1,فصفص
فصال,فِصَالٌ,1,صول
فصائل,فَصَائِلُ,1,فصل
فصال,فِصَالٌ,1,صول
فياصل,فَيَاصِلُ,1,فصل
مفاصل,مَفَاصِلُ,1,فصل
فضائح,فَضَائِحُ,1,فضح
فضائل,فَضَائِلُ,1,ضءل
مفاضل,مَفَاضِلُ,1,فضل
فطاحل,فَطَاحِلُ,1,فطحل
فطر,فِطَرٌ,1,فطر
فطائر,فَطَائِرُ,1,فطر
فطن,فِطَنٌ,1,فطن
فواقع,فَوَاقِعُ,1,وقع
فعل,فُعُلٌ,1,
أفعال,أَفْعَالٌ,1,عول
أفاعيل,أَفَاعِيلُ,1,فعل
فقاقيع,فَقَاقِيعُ,1,فقاعة
فقار,فَقَارٌ,1,قرر
فقر,فُقَرٌ,1,فقر
فقر,فِقَرٌ,1,فقر
فقر,فُقَرٌ,1,فقر
فقم,فُقَمٌ,1,فقم
فكر,فِكَرٌ,1,فكر
أفاكيه,أفاكيهُ,1,فكه
فلذ,فِلَذٌ,1,فلذ
أفلاذ,أَفْلاَذٌ,1,لوذ
فوالذ,فَوَالِذُ,1,فلذ
فلوس,فُلُوسٌ,1,فلس
فلافل,فَلاَفِلُ,1,فلفل
فلق,فِلَقٌ,1,فلق
أفلاق,أَفْلاَقٌ,1,فلق
فلوق,فُلُوقٌ,1,لوق
فيالق,فَيَالِقُ,1,فلق
فلك,فُلُكٌ,1,
أفلاك,أَفْلاَكٌ,1,فلل
أفلام,أَفْلاَمٌ,1,لوم
فلا,فَلًا,1,
أفمام,أَفْمَامٌ,1,فم
أفواه,أَفْوَاهٌ,1,فم
فنود,فُنُودٌ,1,ودي
أفناد,أَفْنَادٌ,1,نود
فنادق,فَنَادِقُ,1,فندق
فنك,فُنُكٌ,1,فنن
فهود,فُهُودٌ,1,هود
أفهد,أَفْهُدٌ,1,هدد
فهارس,فَهَارِسُ,1,فهرس
فهارس,فَهَارِسُ,1,فهرس
أفواج,أَفْوَاجٌ,1,فوج
أفواد,أَفْوَادٌ,1,ودد
فوط,فُوَطٌ,1,فوط
فوق,فُوَقٌ,1,
فوق,فُوَقٌ,1,
أفواق,أَفْوَاقٌ,1,وقي
فيق,فِيقٌ,1,فوق
فيق,فِيَقٌ,1,فوق
أفواق,أَفْوَاقٌ,1,وقي
أفاويق,أَفَاوِيقُ,1,فوق
فؤول,فُؤُولٌ,1,فول
أفؤل,أَفْؤُلٌ,1,فول
أفواه,أَفْوَاهٌ,1,فم
أفواه,أَفْوَاهٌ,1,فم
فوائد,فَوَائِدُ,1,فيد
فيالج,فَيَالِجُ,1,فيلجة
قواديس,قَوَادِيسُ,1,قادوس
قوارب,قَوَارِبُ,1,قارب
قواويق,قَوَاوِيقُ,1,قاووق
قباب,قِبَابٌ,1,قبب
قبب,قُبَبٌ,1,قبب
أقباب,أَقْبَابٌ,1,قبب
أفيال,أَفْيَالٌ,1,فيل
أقباس,أَقْبَاسٌ,1,قبس
مقبس,مَقْبِسٌ,1,قبس
مقابس,مَقَابِسُ,1,قبس
مقبس,مِقْبَسٌ,1,قبس
مقابس,مَقَابِسُ,1,قبس
مقبض,مَقْبِضٌ,1,قبض
مقابض,مَقَابِضُ,1,قبض
أقباط,أَقْبَاطٌ,1,قبط
قبائع,قَبَائِعُ,1,قبع
قباقيب,قَبَاقِيبُ,1,قبقب
مقابر,مَقَابِرُ,1,قبر
قبائل,قَبَائِلُ,1,قبيلة
أقتال,أَقْتَالٌ,1,قتل
مقتل,مَقْتَلٌ,1,قتل
مقاتل,مَقَاتِلُ,1,قتل
أقحاف,أَقْحَافٌ,1,قحف
أقداح,أَقْدَاحٌ,1,قدح
مقداح,مِقْدَاحٌ,1,قدح
مقادح,مَقَادِحُ,1,قدح
مقادح,مَقَادِحُ,1,قدح
قدد,قِدَدٌ,1,قدد
مقادير,مَقَادِيرُ,1,قدر
مقدار,مِقْدَارٌ,1,قدر
مقادير,مَقَادِيرُ,1,قدر
قدور,قُدُورٌ,1,قدر
قداديس,قَدَادِيسُ,1,قدس
أقدام,أَقْدَامٌ,1,قدم
قدائم,قَدَائِمُ,1,قدوم
قذذ,قُذَذٌ,1,قذذ
قذاذ,قِذَاذٌ,1,قذذ
قذائف,قَذَائِفُ,1,قذف
مقذاف,مِقْذَافٌ,1,قذف
مقاذيف,مَقَاذِيفُ,1,قذف
قذل,قُذُلٌ,1,قذل
قرب,قُرُبٌ,1,قرب
قرب,قِرَبٌ,1,قرب
قروح,قُرُوحٌ,1,قرح
قرائح,قَرَائِحُ,1,قرح
قوارير,قَوَارِيرُ,1,قرر
قروش,قُرُوشٌ,1,قرش
قروش,قُرُوشٌ,1,قرش
قراريص,قَرَارِيصُ,1,قرص
قرص,قُرَصٌ,1,قرص
أقراص,أَقْرَاصٌ,1,قرص
قرب,قُرَبٌ,1,قرب
أقراط,أَقْرَاطٌ,1,قرط
قراريط,قَرَارِيطُ,1,قرط
قراطيس,قَرَاطِيسُ,1,قرطس
مقارع,مَقَارِعُ,1,قرع
قرود,قُرُودٌ,1,قرد
قراميد,قَرَامِيدُ,1,قرمد
قرن,قُرَنٌ,1,قرر
مقرن,مِقْرِنٌ,1,مقر
مقارن,مقارِنُ,1,قرن
قزح,قُزَحٌ,1,قزح
قزح,قُزَحٌ,1,قزح
قسوس,قُسُوسٌ,1,قسس
أقساط,أَقْسَاطٌ,1,قسط
قساطل,قَسَاطِلُ,1,قسطل
قسم,قِسَمٌ,1,قسم
أقسام,أَقْسَامٌ,1,قسم
أقسام,أَقْسَامٌ,1,قسم
قسائم,قَسَائِمُ,1,قسم
قصص,قُصَصٌ,1,قصص
قصاص,قِصَاصٌ,1,قصص
أقشاب,أَقْشَابٌ,1,قشب
أقشاب,أَقْشَابٌ,1,قشب
مقصد,مَقْصِدٌ,1,قصد
مقاصد,مَقَاصِدُ,1,قصد
قصر,قَصَرٌ,1,قصر
أقصار,أَقْصَارٌ,1,قصر
مقاصير,مَقَاصِيرُ,1,قصر
أقاصيص,أقاصِيصُ,1,قصص
قصاص,قِصَاصٌ,1,قصص
قصص,قِصَصٌ,1,قصص
قصع,قِصَعٌ,1,قصع
قصاع,قِصَاعٌ,1,قصعة
مقصف,مَقْصَفٌ,1,قصف
مقاصف,مَقَاصِفُ,1,قصف
قضاض,قِضَاض,1,قضض
قضايا,قَضَايَا,1,قضي
قطائف,قَطَائِفُ,1,قطاءف
أقطاب,أَقْطَابٌ,1,قطب
قطر,قُطُرٌ,1,قطر
أقطار,أَقْطَارٌ,1,قطر
قطع,قِطَعٌ,1,قطع
قطائع,قَطَائِعُ,1,قطع
مقطع,مِقْطَعٌ,1,قطع
مقاطع,مَقَاطِعُ,1,قطع
قطط,قِطَطٌ,1,قطط
قطاف,قِطَافٌ,1,قطف
قطوف,قُطُوفٌ,1,قطف
قطائف,قَطَائِفُ,1,قطاءف
قطف,قُطُفٌ,1,قطف
مقطف,مَقْطَفٌ,1,قطف
مقاطف,مَقَاطِفُ,1,قطف
مقطف,مِقْطَفٌ,1,قطف
مقاطف,مَقَاطِفُ,1,قطف
قطا,قَطًا,1,قطط
مقعد,مَقْعَدٌ,1,قعد
مقاعد,مَقَاعِدُ,1,قعد
قفار,قِفَارٌ,1,قفر
قفار,قِفَارٌ,1,قفر
قوافز,قَوَافِزُ,1,قفز
قفافيز,قَفَافِيزُ,1,قفز
أقفاص,أَقْفَاصٌ,1,قفص
قفف,قُفَفٌ,1,قفف
قوافل,قَوَافِلُ,1,قفل
أقفال,أَقْفَالٌ,1,قفل
قوالب,قَوَالِبُ,1,قلب
مقلب,مَقْلَبٌ,1,قلب
مقالب,مَقَالِبُ,1,قلب
مقلب,مِقْلَبٌ,1,قلب
مقالب,مَقَالِبُ,1,قلب
قلل,قُلَلٌ,1,قلل
قلال,قِلاَلٌ,1,قلة
قلائد,قَلاَئِدُ,1,قلد
قلاد,قِلاَدٌ,1,قلد
مقلاد,مِقْلاَدٌ,1,قلد
مقاليد,مَقَالِيدُ,1,قلد
قلوس,قَلُوسٌ,1,قلس
قلع,قُلُعٌ,1,قلع
قلاع,قِلاَعٌ,1,قلع
قلوع,قُلُوعٌ,1,قلع
مقلع,مَقْلَعٌ,1,قلع
مقالع,مَقَالِعُ,1,قلع
قلاع,قِلاَعٌ,1,قلع
قلوع,قُلُوعٌ,1,قلع
أقاليم,أقَالِيمُ,1,قلم
أقلام,أَقْلاَمٌ,1,قلم
قلانس,قَلاَنِسُ,1,قلنسوة
قلايا,قَلاَيَا,1,قلي
قطامير,قَطَامِيرُ,1,قطمير
أقمار,أَقْمَارٌ,1,قمر
قمر,قُمْرٌ,1,قمر
قواميس,قَوَامِيسُ,1,قمس
قمط,قُمُطٌ,1,قمط
أقماط,أَقْمَاطٌ,1,قمط
قماطر,قَمَاطِرُ,1,قمطر
قمع,قَمَعٌ,1,قمع
أقماع,أَقْمَاعٌ,1,قمع
مقامع,مَقَامِعُ,1,قمع
قمل,قُمَّلٌ,1,قمل
قمل,قُمَّلٌ,1,قمل
قمل,قَمْلٌ,1,قمل
قمام,قُمَامٌ,1,قمم
مقانب,مَقَانِبُ,1,قنب
قنابر,قَنَابِرُ,1,قنبرة
قنابل,قَنَابِلُ,1,قنبل
قناديل,قَنَادِيلُ,1,قنديل
قمم,قِمَمٌ,1,قمم
قناصل,قَنَاصِلُ,1,قنصل
قناطير,قَنَاطِيرُ,1,قنطر
قنافذ,قَنَافِذُ,1,قنفذ
قنن,قُنَنٌ,1,قنن
أقواب,أَقْوَابٌ,1,قوب
مقاود,مَقَاوِدُ,1,قود
مقاور,مَقَاوِرُ,1,قور
أقواس,أَقْوَاسٌ,1,قوس
قوائم,قَوَائِمُ,1,قوم
قيود,قُيُودٌ,1,قيد
مقاييس,مَقَايِيسُ,1,قيس
مقاييس,مَقَايِيسُ,1,قيس
كؤوس,كُؤُوسٌ,1,كءس
كواغد,كَوَاغِدُ,1,كاغد
كوافر,كَوَافِرُ,1,كفر
كوامخ,كَوَامِخُ,1,كامخ
كبب,كُبَبٌ,1,كبب
مكاب,مَكَابُّ,1,كبب
مكابح,مَكَابِحُ,1,كبح
أكباد,أَكْبَادٌ,1,بدو
كبود,كُبُودٌ,1,كبد
كوابيس,كَوَابِيسُ,1,كبس
أكباش,أَكْبَاشٌ,1,بشش
كباش,كِبَاشٌ,1,كبش
كتاتيب,كَتَاتِيبُ,1,كتب
كتائب,كَتَائِبُ,1,كتب
مكاتب,مَكَاتِبُ,1,كتب
كتف,كُتُفٌ,1,كتف
أكتاف,أَكْتَافٌ,1,كتف
كتاكيت,كَتَاكِيتُ,1,كتكت
مكاحل,مَكَاحِلُ,1,كحل
أكداس,أَكْدَاسٌ,1,كدس
أكاذيب,أكَاذِيبُ,1,كذب
كراريس,كَرَارِيسُ,1,كراس
أكرع,أَكْرُعٌ,1,كرع
أكارع,أَكَارِعُ,1,كراع
كرابيج,كَرَابِيجُ,1,كرباج
كرب,كُرَبٌ,1,
مكارج,مَكَارِجُ,1,كرج
أكراز,أَكْرَازٌ,1,كرز
كروش,كُرُوشٌ,1,كرش
أكراش,أَكْرَاشٌ,1,رشو
كروش,كُرُوشٌ,1,كرش
كوارث,كَوَارِثُ,1,كرث
كراكيز,كَرَاكِيزُ,1,كركوز
أكاريم,أكَارِيمُ,1,كرم
مكارم,مَكَارِمُ,1,كرم
كروم,كُرُومٌ,1,كرم
كرائه,كَرَائِهُ,1,كري
مكاره,مَكَارِهُ,1,منع
مكاسب,مَكَاسِبُ,1,كسب
كسر,كِسَرٌ,1,كسر
أكسار,أَكْسَارٌ,1,سرر
كسور,كُسُورٌ,1,كسر
كسور,كُسُورٌ,1,كسر
كسا,كُسًا,1,كسس
مكاشط,مَكَاشِطُ,1,كشط
أكشاك,أَكْشَاكٌ,1,كشو
كشاكيل,كَشَاكِيلُ,1,كشكول
كظائم,كَظَائِمُ,1,كظامة
كظائم,كَظَائِمُ,1,كظامة
كعاب,كِعَابٌ,1,كعب
كعوب,كُعُوبٌ,1,كعب
كعاب,كِعَابٌ,1,كعب
كفف,كُفَفٌ,1,كفف
كفاف,كُفَافٌ,1,كعب
كفف,كِفَفٌ,1,كفف
كفاف,كِفَافٌ,1,كعب
أكفال,أَكْفَالٌ,1,فيل
كلاليب,كَلاَلِيبُ,1,كلب
كلاب,كِلاَبٌ,1,كلب
تكاليف,تَكاليفُ,1,كلف
كلف,كُلَفٌ,1,كلف
أكاليل,أَكَالِيلُ,1,كلل
كلم,كَلِمٌ,1,كلم
كلوم,كُلُومٌ,1,كلم
كلام,كِلاَمٌ,1,كلم
أكمام,أَكْمَامٌ,1,كم
أكمؤ,أَكْمُؤٌ,1,كمء
كمائم,كَمَائِمُ,1,كمم
أكمام,أَكْمَامٌ,1,كم
مكامن,مَكَامِنُ,1,كمن
كمت,كُمْتٌ,1,كمم
كنانير,كَنَانِيرُ,1,كنارة
كنس,كُنُسٌ,1,كنس
أكناف,أَكْنَافٌ,1,نفي
كنف,كُنُفٌ,1,كنف
كنائن,كَنَائِنُ,1,كنن
كنائن,كَنَائِنُ,1,كنن
كنائس,كَنَائِسُ,1,كنيسة
مكانز,مَكَانِزُ,1,كنز
كهوف,كُهُوفٌ,1,كهف
كواهل,كَوَاهِلُ,1,كهل
كهول,كُهُولٌ,1,كهل
أكواب,أَكْوَابٌ,1,كوب
أكواخ,أَكْوَاخٌ,1,كوخ
كور,كُوَرٌ,1,كور
أكواز,أَكْوَازٌ,1,كوز
كوس,كُوسٌ,1,كوس
أكواع,أَكْوَاعُ,1,وعي
أكواع,أَكْوَاعٌ,1,وعي
كواكب,كَوَاكِبُ,1,كوكب
أكوام,أَكْوَامٌ,1,كوم
أمكن,أَمْكُنٌ,1,ءمم
أماكن,أَمَاكِنُ,1,ءمم
أكيار,أَكْيَارٌ,1,كير
أكياس,أَكْيَاسٌ,1,كيس
مكاييل,مَكَايِيلُ,1,كيل
ألباب,أَلْبَابٌ,1,بوب
لآلئ,لآلِئُ,1,لءلء
لباب,لِبَابٌ,1,بوب
لبود,لُبُودٌ,1,لبد
ألباد,أَلْبَادٌ,1,بدو
ألباد,أَلْبَادٌ,1,بدو
لبود,لُبُودٌ,1,لبد
لبس,لُبُسٌ,1,لبس
لبوس,لُبُوسٌ,1,لبس
ملابس,مَلاَبِسُ,1,لبس
ملابن,مَلاَبِنُ,1,لبن
لبؤ,لَبُؤٌ,1,لبءة
لثم,لُثُمٌ,1,لثم
ملاجئ,مَلاَجِئُ,1,لجء
لجم,لُجْمٌ,1,لجم
لجم,لُجُمٌ,1,لجم
لواحس,لَوَاحِسُ,1,لجء
لواحظ,لَوَاحِظُ,1,لحظ
ملاحظ,مَلاَحِظُ,1,لحظ
لحف,لُحُفٌ,1,لحف
ملاحف,مَلاَحِفُ,1,لحف
ألحاق,أَلْحَاقٌ,1,لحق
ملاحم,مَلاَحِمُ,1,لحم
لحم,لُحَمٌ,1,لحم
لحوم,لُحُومٌ,1,حوم
ملازم,مَلاَزِمُ,1,لزم
ملازم,مَلاَزِمُ,1,لزم
ألسن,أَلْسُنٌ,1,
لصوص,لُصُوصٌ,1,لصص
لصائص,لَصَائِصُ,1,لصص
لطع,لُطَعٌ,1,لطع
ألطاف,أَلْطَافٌ,1,طوف
ملاطم,مَلاَطِمُ,1,لطم
ألاعيب,أَلاعِيبُ,1,لعب
ملاعب,مَلاَعِبُ,1,لعب
ملاعب,مَلاَعِبُ,1,لعب
ملاعق,مَلاَعِقُ,1,لعق
ملاعن,مَلاَعِنُ,1,لعن
ألغاد,أَلْغَادٌ,1,غدو
لغاديد,لَغَادِيدُ,1,لغد
ألغاز,أَلْغَازٌ,1,غاز
ملاغم,مَلاَغِمُ,1,لغم
ألغام,أَلْغَامٌ,1,غمم
لفاظ,لِفَاظٌ,1,فوظ
ألفاظ,أَلْفَاظٌ,1,لفظ
لفائف,لَفَائِفُ,1,لفف
ألفاف,أَلْفَافٌ,1,لفف
لفوف,لُفُوفٌ,1,لفف
ألقاب,أَلْقَابٌ,1,قوب
ألقاط,أَلْقَاطٌ,1,لقط
ملاقط,مَلاَقِطُ,1,لقط
لقالق,لَقَالِقُ,1,لقلق
لقم,لُقَمٌ,1,لقم
لمام,لِمَامٌ,1,لمة
لمم,لِمَمٌ,1,لمة
لمام,لِمَامٌ,1,لمة
لمج,لُمَجٌ,1,لمج
ملامح,مَلاَمِحُ,1,لمح
لوامس,لَوَامِسُ,1,لمس
يلامع,يَلاَمِعُ,1,لمع
لهازم,لَهَازِمُ,1,لهزم
لوائح,لَوَائِحُ,1,لوح
ملاوذ,مَلاَوِذُ,1,لوذ
لوالب,لَوَالِبُ,1,لولب
لوائم,لَوَائِمُ,1,لكم
ليوث,لُيُوثٌ,1,ليث
ألياف,أَلْيَافٌ,1,ليف
مواعز,مَوَاعِزُ,1,ماعز
معاز,مِعَازٌ,1,ماعز
معز,مَعِزٌ,1,معز
موالج,مَوالِجُ,1,مالج
مؤن,مُؤَنٌ,1,موء
مباذل,مَبَاذِلُ,1,بذر
أمتار,أَمْتَارٌ,1,متر
متاريس,مَتَارِيسُ,1,متراس
متن,مُتُنٌ,1,متن
متع,مُتَعٌ,1,متع
أماثيل,أَماثيلُ,1,مثل
تماثيل,تَماثيلُ,1,مثل
مثل,مَثَلٌ,1,
أمثال,أَمْثَالٌ,1,مثل
أمثال,أَمْثَالٌ,1,مثل
أمحاح,أَمْحَاحٌ,1,محح
محار,مَحَارٌ,1,حور
محن,مِحَنٌ,1,محح
مخاخ,مِخَاخٌ,1,مخخ
أمخاخ,أَمْخَاخٌ,1,مخخ
مواخر,مَوَاخِرُ,1,مخر
مماخض,مَمَاخِضُ,1,مخض
غوائل,غَوَائِلُ,1,غيل
مدح,مَدْحٌ,1,مدح
مواد,مَوَادُّ,1,مدد
مداد,مِدَادٌ,1,مدد
أمداد,أَمْدَادٌ,1,مدد
مداد,مِدَادٌ,1,مدد
مدد,مُدَدٌ,1,مدد
أمداد,أَمْدَادٌ,1,مدد
مدن,مُدُنٌ,1,مدد
مدائن,مَدَائِنُ,1,مدن
مروج,مُرُوجٌ,1,مروج
مرائس,مَرَائِسُ,1,مرس
مرس,مَرَسٌ,1,مرس
أمراس,أَمْرَاسٌ,1,مرسة
مراسح,مَرَاسِحُ,1,مرسح
مرؤ,مُرُؤٌ,1,مرء
مزايا,مَزَايَا,1,مزي
مماسح,مَمَاسِحُ,1,مسح
مساد,مِسَادٌ,1,سدد
أمساد,أَمْسَادٌ,1,مسد
مساسيك,مَسَاسِيكُ,1,مسس
مسك,مُسَكٌ,1,مسو
مسك,مِسَكٌ,1,مسو
أمشاج,أَمْشَاجٌ,1,مشج
أمشاط,أَمْشَاطٌ,1,مشط
مماشق,مَمَاشِقُ,1,مشق
أمصار,أَمْصَارٌ,1,مصر
مماصل,مَمَاصِلُ,1,مصل
مواضغ,مَوَاضِغُ,1,مضغ
مماطر,مَمَاطِرُ,1,مطر
مطائل,مَطَائِلُ,1,مطل
مطالم,مَطَالِمُ,1,مطلمة
مطايا,مَطَايَا,1,مطو
معد,مَعِدٌ,1,معد
معد,مِعَدٌ,1,معد
ماعز,مَاعِزٌ,1,معز
أمعز,أَمْعُزٌ,1,معز
مقل,مُقَلٌ,1,مقل
مكاكيك,مَكَاكِيكُ,1,مكك
أماليح,أَماليحُ,1,ملح
أملأ,أَمْلأُ,1,ملء
ملح,مُلَحٌ,1,ملح
ملائك,مَلاَئِكُ,1,ملء
ملوك,مُلُوكٌ,1,ملل
ملل,مِلَلٌ,1,ملل
ملط,مُلُطٌ,1,ملط
مجانق,مَجانِقُ,1,منجنيق
مجانيق,مَجَانِيقُ,1,منجنيق
منح,مِنَحٌ,1,منح
منن,مُنَنٌ,1,منن
منايا,مَنَايَا,1,مني
مهج,مُهَجٌ,1,مهج
مهد,مُهُدٌ,1,مهد
أمهار,أَمْهَارٌ,1,مهر
مهار,مِهَارٌ,1,مهر
مهر,مُهَرٌ,1,مهر
مها,مَهًا,1,مهه
أموال,أَمْوَالٌ,1,مول
مياه,مِيَاهٌ,1,موه
أمواه,أَمْواهٌ,1,موه
موائد,مَوَائِدُ,1,لهف
أميال,أَمْيَالٌ,1,ميل
أميل,أَمْيُلُ,1,ميل
نوافير,نَوَافِيرُ,1,نافورة
نوق,نُوقٌ,1,نوق
أنواق,أَنْوَاقٌ,1,ناقة
نواقيس,نَوَاقِيسُ,1,ناقوس
منابت,مَنَابِتُ,1,نبت
نبذ,نُبَذٌ,1,نبذ
منابر,مَنَابِرُ,1,نبر
أنبار,أَنْبَارٌ,1,نبر
نباريس,نَبَارِيسُ,1,نبرس
أنباز,أَنْبَازٌ,1,نبز
منابض,مَنَابِضُ,1,نبض
أنباط,أَنْبَاطٌ,1,نبط
نبوط,نُبُوطٌ,1,بوط
منابع,مَنَابِعُ,1,نبع
ينابيع,يَنَابِيعُ,1,نبع
نتائج,نَتَائِجُ,1,نتج
نتف,نُتَفٌ,1,نتف
نواجذ,نَوَاجِذُ,1,نجذ
تناجر,تَنَاجِرُ,1,نجر
مناجر,مَنَاجِرُ,1,نجر
مناجير,مَنَاجِيرُ,1,نجر
مناجع,مَنَاجِعُ,1,نجع
نجع,نُجَعٌ,1,نجع
نجاف,نِجَافٌ,1,جفو
نجف,نُجَفٌ,1,نجف
نجاف,نِجَافٌ,1,جفو
نجف,نُجُفٌ,1,نجف
مناجل,مَنَاجِلُ,1,نجل
مناجم,مَنَاجِمُ,1,نجم
نجل,نُجُلٌ,1,نجل
مناحت,مَنَاحِتُ,1,نحت
نحائر,نَحَائِرُ,1,نحر
نحائز,نَحَائِزُ,1,نحز
نحل,نِحَلٌ,1,نحل
نخب,نُخَبٌ,1,نخب
مناخر,مَنَاخِرُ,1,نخر
نخاريب,نَخَارِيبُ,1,نخروب
نخع,نُخُعٌ,1,نخع
نخل,نَخْلٌ,1,نخل
نخيل,نَخِيلٌ,1,خيل
منادب,مَنَادِبُ,1,ندب
منادف,مَنَادِفُ,1,ندب
أنداد,أَنْدَادٌ,1,ندد
نوادر,نَوَادِرُ,1,ندر
ندف,نُدَفٌ,1,ندف
مناديل,مَنَادِيلُ,1,ندل
نذائر,نَذَائِرُ,1,نذر
منازع,مَنَازِعُ,1,نزع
نيازك,نَيَازِكُ,1,نزك
منازل,مَنَازِلُ,1,نزل
منازل,مَنَازِلُ,1,نزل
نوازل,نَوَازِلُ,1,نزف
نزل,نُزُلٌ,1,نزل
منازه,مَنَازِهُ,1,نزه
مناسيج,مَنَاسِيجُ,1,نسج
نسخ,نُسَخٌ,1,نسخ
نسور,نُسُورٌ,1,سور
نسف,نِسَفٌ,1,نسف
نساف,نِسَافُ,1,سوف
مناسف,مَنَاسِفُ,1,نسق
نسائك,نَسَائِكُ,1,امرءة
نسك,نُسُكٌ,1,نسي
مناسم,مَنَاسِمُ,1,نسم
نسم,نَسَمٌ,1,نسم
نسانيس,نَسَانِيسُ,1,نسناس
منشآت,مُنْشَآتٌ,1,نشء
نشاشيب,نَشَاشِيبُ,1,نشب
أناشيد,أَناشيدُ,1,نشد
أناشيد,أَنَاشِيدُ,1,نشد
مناشر,مَنَاشِرُ,1,نشر
نشر,نُشَرٌ,1,نشر
أناشيط,أَناشيطُ,1,نشط
نشائط,نَشَائِطُ,1,نشط
مناشف,مَنَاشِفُ,1,نشف
مناصب,مَنَاصِبُ,1,نصب
نصب,نُصُبٌ,1,نصب
نصب,نُصُبٌ,1,نصب
أنصاب,أَنْصَابٌ,1,صوب
نصب,نُصُبٌ,1,نصب
نصائح,نَصَائِحُ,1,نصح
نصص,نُصَصٌ,1,نصص
نصاص,نِصَاصٌ,1,نصص
مناصف,مَنَاصِفُ,1,نصف
أنصاف,أَنْصَافٌ,1,صفف
أنصاف,أَنْصَافٌ,1,صفف
نصل,نُصُلٌ,1,نصل
مناضح,مَنَاضِحُ,1,نضح
مناضد,مَنَاضِدُ,1,نضد
أنضاد,أَنْضَادٌ,1,ضدد
نضاض,نُضَاضٌ,1,نضض
نضائض,نَضَائِضُ,1,نضض
نطار,نُطَّارٌ,1,طير
نواطير,نَوَاطِيرُ,1,نطر
نطاطير,نَطَاطِيرُ,1,نطر
نطوع,نُطُوعٌ,1,طوع
أنطاع,أَنْطَاعٌ,1,طوع
أنطع,أَنْطُعٌ,1,طوع
نطاف,نِطَافٌ,1,طوف
نطف,نُطَفٌ,1,نطف
مناطق,مَنَاطِقُ,1,نطق
نطق,نُطُقٌ,1,نطق
مناظير,مَنَاظِيرُ,1,نظر
أناظيم,أَناظيمُ,1,نظم
نعام,نَعَامٌ,1,نعت
نعائم,نَعَائِمُ,1,نعامة
نواعت,نَوَاعِتُ,1,نعت
نعاج,نِعَاجٌ,1,عوج
نواعير,نَوَاعِيرُ,1,نعر
نعر,نُعَرٌ,1,نعر
نعائم,نَعَائِمُ,1,نعامة
أنعم,أَنْعُمٌ,1,نعم
أنعم,أَنْعُمٌ,1,نعم
نغص,نُغَصٌ,1,نغص
منافيخ,مَنَافِيخُ,1,نفخ
منافخ,مَنَافِخُ,1,نفخ
نوافذ,نَوَافِذُ,1,نفذ
منافذ,مَنَافِذُ,1,نفذ
أنفاذ,أَنْفَاذٌ,1,نفذ
أنفار,أَنْفَارٌ,1,نفر
